49989_1#80.assembly	100.0	0.09	Neural Network (Specific Model)	11	0.884	218060	312.7343902916422	5413356	0.57	5109	None
49937_1#83.assembly	100.0	0.2	Neural Network (Specific Model)	11	0.879	244555	309.2656678238626	5765335	0.57	5473	None
49990_2#173.assembly	100.0	0.26	Neural Network (Specific Model)	11	0.886	84523	304.61137637533733	4957666	0.51	4817	None
49990_1#373.assembly	100.0	1.11	Neural Network (Specific Model)	11	0.882	202168	304.0290916287354	5217439	0.51	5053	None
49947_1#179.assembly	100.0	0.46	Neural Network (Specific Model)	11	0.894	134204	311.8197767145136	4583551	0.55	4389	None
49937_1#19.assembly	100.0	0.27	Neural Network (Specific Model)	11	0.882	272991	315.2664203612479	5214673	0.58	4872	None
49990_1#256.assembly	100.0	0.35	Neural Network (Specific Model)	11	0.881	159531	307.7422314911366	5014321	0.51	4795	None
49989_2#208.assembly	100.0	0.21	Neural Network (Specific Model)	11	0.882	89979	306.3506518404908	5427474	0.51	5216	None
49937_1#265.assembly	100.0	0.06	Neural Network (Specific Model)	11	0.879	307615	313.83453658536587	5481418	0.57	5125	None
49989_1#212.assembly	100.0	0.05	Neural Network (Specific Model)	11	0.883	132815	307.3037549821691	4967419	0.51	4767	None
49989_2#273.assembly	100.0	0.51	Neural Network (Specific Model)	11	0.882	382293	312.75943000838225	5068026	0.51	4772	None
49989_1#199.assembly	100.0	1.18	Neural Network (Specific Model)	11	0.879	290730	311.0177861477296	5065488	0.5	4779	None
49947_1#249.assembly	100.0	0.77	Neural Network (Specific Model)	11	0.882	246032	310.3842395921835	4962912	0.51	4708	None
49937_1#200.assembly	100.0	0.07	Neural Network (Specific Model)	11	0.881	329103	313.6611868484363	5317121	0.57	4988	None
49989_2#143.assembly	100.0	0.14	Neural Network (Specific Model)	11	0.881	168382	305.6789824348879	5147084	0.51	4953	None
49937_1#331.assembly	100.0	0.64	Neural Network (Specific Model)	11	0.879	162468	311.3019697838975	5545193	0.57	5229	None
